title,release_year,runtime,imdb_score,type_SHOW,is_high_rated
C/o Kancharapalem,2018,152,9.0,False,1
Coin Heist,2017,97,4.8,False,0
Here to Heart,2018,45,7.5,True,1
Semesta,2018,88,7.3,False,1
Rajma Chawal,2018,129,5.7,False,0
SofÃ­a NiÃ±o de Rivera: Natural Selection,2018,61,6.9,False,0
Unbridled,2018,96,5.1,False,0
LEGO Elves: Secrets of Elvendale,2017,24,6.9,True,0
The Mars Generation,2017,97,6.5,False,0
Deranged,2017,99,3.5,False,0
El Diesel,2018,105,4.5,False,0
Time Share,2018,96,5.9,False,0
The Wishing Tree,2017,99,5.7,False,0
Edha,2018,40,4.9,True,0
Overnight Republic,2017,105,5.8,False,0
Been So Long,2018,100,5.4,False,0
Wrong Kind of Black,2018,16,7.7,True,1
Gad Elmaleh: American Dream,2018,57,7.2,False,1
Maz Jobrani: Immigrant,2017,67,6.7,False,0
Love Jacked,2018,100,5.9,False,0
Monkey Twins,2018,53,7.9,True,1
Kartini: Princess of Java,2017,118,7.6,False,1
Resurface,2017,27,7.1,False,1
Laerte-se,2017,100,7.0,False,1
Take the 10,2017,80,4.7,False,0
Ladies First,2017,39,3.9,False,0
Dismissal,2017,90,5.0,False,0
Sunday's Illness,2018,113,6.9,False,0
Baby Ballroom,2017,45,7.8,True,1
Target,2018,93,3.9,False,0
Liberated: The New Sexual Revolution,2017,84,6.0,False,0
Age of Rebellion,2018,83,8.6,True,1
Naam Shabana,2017,147,6.2,False,0
Born Racer,2018,88,6.1,False,0
The Girl Allergic to Wi-Fi,2018,104,6.3,False,0
HiGH&LOW The Movie 3: Final Mission,2017,118,7.7,False,1
Kevin James: Never Don't Give Up,2018,62,6.1,False,0
Sylvia,2018,130,4.7,False,0
Suzzanna: Buried Alive,2018,125,5.5,False,0
The Doll 2,2017,116,5.2,False,0
How to Get Over a Breakup,2018,104,6.1,False,0
All About the Washingtons,2018,23,4.8,True,0
Cook Off,2017,116,6.1,False,0
Weapon of Choice,2018,90,4.8,False,0
All the Reasons to Forget,2017,90,6.2,False,0
The Lost Brother,2017,112,6.5,False,0
D.L. Hughley: Contrarian,2018,58,6.6,False,0
Part-Time Idol,2017,40,6.7,True,0
Hometown Holiday,2018,84,5.0,False,0
The Single Wives,2018,50,6.5,True,0
Can't Help Falling in Love,2017,119,7.2,False,1
The Honeymoon Stand Up Special,2018,31,6.8,True,0
Blanche Gardin: I Talk to Myself,2017,88,7.9,False,1
Fishtronaut: The Movie,2018,88,7.5,False,1
Gad Gone Wild,2017,57,6.9,False,0
Awe!,2018,115,7.8,False,1
Pad Man,2018,140,7.9,False,1
Jack Whitehall: At Large,2017,67,6.9,False,0
Sparring,2017,95,6.4,False,0
A Boy Named Flora A,2017,89,7.9,True,1
My Travel Buddy,2017,115,6.1,False,0
Tiffany Haddish: She Ready! From the Hood to Hollywood!,2017,65,6.6,False,0
Catching Feelings,2017,115,5.8,False,0
Strongest Deliveryman,2017,55,7.4,True,1
Jen Kirkman: Just Keep Livin'?,2017,69,6.7,False,0
Crossroads: One Two Jaga,2018,80,6.6,False,0
Superlopez,2018,108,5.4,False,0
The Birth Reborn 2,2018,91,6.6,False,0
The Last Runaway,2018,107,5.9,False,0
Soorma,2018,131,7.4,False,1
Cristela Alonzo: Lower Classy,2017,66,6.4,False,0
The Could've-Gone-All-the-Way Committee,2018,24,6.8,True,0
48 Christmas Wishes,2017,84,3.9,False,0
The Maus,2017,90,4.7,False,0
Bygones Be Bygones,2017,103,6.2,False,0
Russell Howard: Recalibrate,2017,69,7.4,False,1
The Girl From the Song,2017,102,5.6,False,0
Manu,2018,182,8.0,False,1
Goyo: The Boy General,2018,155,6.7,False,0
Lucas Brothers: On Drugs,2017,49,5.5,False,0
Coffee for All,2017,69,5.6,False,0
Loudon Wainwright III: Surviving Twin,2018,91,7.1,False,1
Ana e VitÃ³ria,2018,115,6.4,False,0
King of Boys,2018,169,6.1,False,0
The Many Faces of Ito,2017,30,6.7,True,0
Silence Is Welcome,2017,94,4.6,False,0
Two Catalonias,2018,116,6.4,False,0
No One Will Ever Know,2018,102,6.2,False,0
Def Comedy Jam 25,2017,81,6.6,False,0
Bon Cop Bad Cop 2,2017,126,6.6,False,0
Jim Jefferies: This Is Me Now,2018,70,7.3,False,1
Match,2017,90,4.1,False,0
Mubarakan,2017,156,5.6,False,0
Paskal,2018,100,6.8,False,0
Stars in the Sky: A Hunting Story,2018,69,7.3,False,1
Tattoo of Revenge,2018,150,4.9,False,0
Pickpockets,2018,100,5.4,False,0
El Potro: lo mejor del amor,2018,122,5.2,False,0
Neevevaro,2018,130,6.9,False,0
A House of Blocks,2017,84,2.3,True,0
First and Last,2018,44,6.7,True,0
Judah Friedlander: America Is the Greatest Country in the United States,2017,84,7.8,False,1
#ABtalks,2018,68,9.6,True,1
Aurora,2018,110,4.3,False,0
Gunshot,2018,96,6.8,False,0
Smaller and Smaller Circles,2017,111,6.6,False,0
Todd Barry: Spicy Honey,2017,60,6.8,False,0
Joshua: Teenager vs. Superpower,2017,78,7.2,False,1
The Bros,2017,102,6.1,False,0
5 Star Christmas,2018,92,4.5,False,0
The Reservoir Game,2017,100,6.0,False,0
Todo lo que serÃ­a Lucas Lauriente,2018,78,6.9,False,0
Running Man,2017,11,8.4,True,1
Julie's Greenroom,2017,26,8.199999999999998,True,1
DTC â€“Yukemuri Junjo Henâ€“ from HiGH&LOW,2018,102,6.8,False,0
Hari Kondabolu: Warn Your Relatives,2018,67,6.5,False,0
Alexis de Anda: Mea Culpa,2017,54,4.9,False,0
Freej Al Taibeen,2018,100,5.8,False,0
All Hail King Julien: Exiled,2017,23,7.5,True,1
Gurgaon,2017,107,6.5,False,0
Ani... Dr. Kashinath Ghanekar,2018,159,8.5,False,1
Jim Norton: Mouthful of Shame,2017,61,7.0,False,1
Jonaki,2018,96,6.8,False,0
Rafinha Bastos: Ultimatum,2018,62,6.5,False,0
A StoryBots Christmas,2017,25,5.7,False,0
Justice: Qalb Al Adala,2017,37,5.6,True,0
Lionheart,2018,95,5.7,False,0
"To Each, Her Own",2018,95,5.4,False,0
REA(L)OVE,2018,45,6.6,True,0
Droppin' Cash: Los Angeles,2018,23,3.4,True,0
Argon,2017,63,7.3,True,1
Night of Knots,2018,100,5.4,False,0
Love You to the Stars and Back,2017,111,7.6,False,1
Marlon Wayans: Woke-ish,2018,68,6.5,False,0
Buddy Thunderstruck,2017,22,7.8,True,1
Ghost Hunting,2017,94,7.1,False,1
Music Teacher,2018,101,6.2,False,0
Poster Boys,2017,128,5.5,False,0
Blazing Transfer Students,2017,26,7.0,True,1
Club de Cuervos Presents: The Ballad of Hugo SÃ¡nchez,2018,32,6.4,True,0
Munafik 2,2018,104,6.3,False,0
The Hows of Us,2018,117,6.7,False,0
Regiment Diaries,2018,42,8.6,True,1
Marco Luque - We are together,2017,73,4.4,False,0
Felipe Neto: My Life Makes No Sense,2017,90,4.4,False,0
Aditi Mittal: Things They Wouldn't Let Me Say,2017,62,4.3,False,0
Blessed Benefit,2017,83,6.6,False,0
Robozuna,2018,22,6.6,True,0
Malena Pichot: Estupidez compleja,2018,50,5.7,False,0
Chief Daddy,2018,98,4.7,False,0
Adhugo,2018,110,5.9,False,0
Solo el amor,2018,93,4.7,False,0
Hedefim Sensin,2018,105,6.2,False,0
Deliha 2,2018,106,4.7,False,0
Spivak,2018,91,5.6,False,0
For Here or to Go?,2017,105,6.8,False,0
DreamWorks Home: For the Holidays,2017,45,4.9,False,0
Check The Store Next Door,2018,30,7.8,True,1
Late Life: The Chien-Ming Wang Story,2018,97,7.2,False,1
Listen,2017,109,6.6,False,0
Aiyaary,2018,157,5.2,False,0
Battlefish,2018,45,7.0,True,1
Pulang,2018,120,6.7,False,0
A Little Help with Carol Burnett,2018,34,6.3,True,0
Alter Ego,2017,111,5.7,False,0
Ayotzinapa: The Turtle's Pace,2018,80,7.4,False,1
The Price of Success,2017,92,5.8,False,0
"I, Potro",2018,50,6.2,False,0
Turkish Dance School,2017,111,5.7,False,0
Vanjagar Ulagam,2018,161,6.0,False,0
Verses of Love 2,2017,125,5.9,False,0
Luciano Mellera: Infantiloide,2018,66,7.5,False,1
My Travel Buddy 2,2018,116,5.8,False,0
Alan SaldaÃ±a: mi vida de pobre,2017,53,6.3,False,0
Vir Das: Abroad Understanding,2017,65,6.9,False,0
Hantu Kak Limah,2018,111,5.6,False,0
Back to Q82,2017,105,6.0,False,0
Garbage,2018,105,3.4,False,0
Teefa in Trouble,2018,155,7.3,False,1
Potato Potahto,2017,104,4.1,False,0
Joe Mande's Award-Winning Comedy Special,2017,66,6.1,False,0
The Hollywood Masters,2017,34,7.2,True,1
The Royal Hibiscus Hotel,2018,90,5.5,False,0
Kulipari: Dream Walker,2018,19,7.7,True,1
Puriyaatha Puthir,2017,140,6.6,False,0
ID-0,2017,24,6.2,True,0
Ryan Hamilton: Happy Face,2017,56,7.3,False,1
Daniel Sosa: Sosafado,2017,77,5.4,False,0
Fantastica,2018,114,3.6,False,0
Food on the Go,2017,66,6.3,False,0
AgustÃ­n AristarÃ¡n: Soy Rada,2018,60,6.1,False,0
Grillo vs Grillo,2017,95,5.2,False,0
Jim Gaffigan: Cinco,2017,73,7.1,False,1
Free Rein: The Twelve Neighs of Christmas,2018,58,6.7,False,0
My Ex & Whys,2017,120,6.2,False,0
Pa Paandi,2017,125,7.4,False,1
Penalty Kick,2018,89,3.7,False,0
Noblemen,2018,108,5.6,False,0
Brad Paisley's Comedy Rodeo,2017,63,5.7,False,0
"Love, Surreal and Odd",2017,95,5.6,False,0
PacÃ­ficum,2017,74,6.5,False,0
Mama's Boy,2018,104,6.1,False,0
Seven Sundays,2017,128,7.7,False,1
Puppy Star Christmas,2018,90,3.6,False,0
Mo Amer: The Vagabond,2018,56,7.3,False,1
Marriage Palace,2018,102,6.2,False,0
Harvey Street Kids,2018,24,6.8,True,0
Pahuna: The Little Visitors,2017,138,7.5,False,1
Mahi NRI,2017,132,5.9,False,0
Rodney King,2017,52,5.8,False,0
Exes Baggage,2018,104,6.4,False,0
Mauli,2018,134,5.6,False,0
Tracy Morgan: Staying Alive,2017,60,6.1,False,0
Voulez-vous rire avec moi ce soir?,2018,93,6.8,False,0
La Leyenda del Diamante,2018,87,3.4,False,0
Pup Star: World Tour,2018,87,3.8,False,0
Shubh Aarambh,2017,126,6.8,False,0
Chris D'Elia: Man on Fire,2017,65,6.5,False,0
A Man for The Weekend,2017,94,4.0,False,0
DeRay Davis: How to Act Black,2017,66,6.1,False,0
"El Especial de Alex FernÃ¡ndez, el Especial",2017,52,6.6,False,0
Life Plan A and B,2017,80,7.8,True,1
Thug Life,2017,134,5.7,False,0
Posesif,2017,102,7.4,False,1
Merku Thodarchi Malai,2018,122,8.6,False,1
Natalia Valdebenito: El especial,2018,76,5.1,False,0
Jani DueÃ±as: Grandes fracasos de ayer y hoy,2018,77,4.8,False,0
Arango y Sanint: RÃ­ase el show,2018,62,4.0,False,0
Doob,2017,102,6.2,False,0
Adel Karam: Live from Beirut,2018,59,5.5,False,0
Love and Shukla,2017,117,7.3,False,1
Alejandro RiaÃ±o: Especial de stand up,2018,60,4.9,False,0
Birdshot,2017,116,6.6,False,0
Kavin Jay : Everybody Calm Down!,2018,53,5.9,False,0
Mau Nieto: viviendo sobrioâ€¦ desde el bar,2018,57,6.7,False,0
Coco y Raulito: Carrusel de ternura,2018,56,6.6,False,0
First Love,2018,122,6.0,False,0
Fernando Sanjiao: Hombre,2018,63,6.3,False,0
Highland: Thailand's Marijuana Awakening,2017,20,6.2,True,0
Ricardo Quevedo: Hay gente asÃ­,2018,58,6.3,False,0
Si saben cÃ³mo me pongo Â¿Pa' quÃ© me invitan?,2018,89,4.6,False,0
The Lost CafÃ©,2018,76,6.4,False,0
ZoÃ©: Panoramas,2017,89,6.8,False,0
Fabrizio Copano: solo pienso en mÃ­,2017,59,5.0,False,0
Good Game: The Beginning,2018,104,4.4,False,0
Santo cachÃ³n,2018,87,4.8,False,0
Pinky Memsaab,2018,124,6.3,False,0
Heaven Without People,2017,91,7.6,False,1
"Edmilson Filho: Notas, Comedy about Relationships",2018,79,5.2,False,0
Hadithi za Kumekucha: Fatuma,2018,85,7.6,False,1
Echcharikkai,2018,134,6.3,False,0
Nathicharami,2018,116,7.2,False,1
Ayana,2017,112,7.4,False,1
Table Manners,2018,105,5.1,False,0
Salam - The First ****** Nobel Laureate,2018,75,7.8,False,1
Todd Glass: Act Happy,2018,62,5.1,False,0
Lilli,2018,91,5.7,False,0
Eve's Apple,2017,90,5.9,False,0
Enissa Amani: Ehrenwort,2018,65,5.5,False,0
Kingdom of Us,2017,109,7.0,False,1
Aruna & Her Palate,2018,106,7.2,False,1
Into the Wind,2018,76,4.2,False,0
Baby Mamas,2018,93,6.6,False,0
The Break with Michelle Wolf,2018,30,5.1,True,0
Lynne Koplitz: Hormonal Beast,2017,51,6.2,False,0
Jindua,2017,140,6.5,False,0
Yoo Byung Jae: Too Much Information,2018,63,5.3,False,0
Ask the Doctor,2017,28,6.5,True,0
Sei,2018,128,4.2,False,0
Christmas Catch,2018,80,5.3,False,0
Project Papa,2018,97,6.3,False,0
Kibaoh Klashers,2017,24,6.3,True,0
#FriendButMarried,2018,102,6.9,False,0
Mr. Chandramouli,2018,122,5.1,False,0
SebastiÃ¡n Marcelo Wainraich,2018,49,6.4,False,0
Dhh,2018,128,7.9,False,1
Three Words to Forever,2018,106,6.8,False,0
In Line,2017,115,6.1,False,0
Unexpectedly Yours,2017,120,6.8,False,0
Next Enti?,2018,157,4.6,False,0
The Sound of Your Heart: Reboot,2018,34,5.9,True,0
Luo Bao Bei,2018,11,8.0,True,1
Harith Iskander: I Told You So,2018,61,4.6,False,0
Memories of Love,2018,44,5.9,True,0
Wedy Atkalam,2018,72,5.8,False,0
Kanavu Variyam,2017,118,6.4,False,0
We Speak Dance,2018,22,7.5,True,1
Simplemente Manu NNa,2017,71,5.5,False,0
For the Broken Hearted,2018,92,6.7,False,0
King of Peking,2017,88,6.4,False,0
BabamÄ±n Ceketi,2018,100,4.9,False,0
Until Midnight,2018,78,6.9,False,0
Fakkah Fuzz: Almost Banned,2018,60,4.3,False,0
Vir Das: Losing It,2018,67,7.0,False,1
What Did I Mess,2018,100,7.1,False,1
YG Future Strategy Office,2018,27,6.9,True,0
Dilan 1990,2018,109,7.0,False,1
Ascharya Fuck It,2018,90,5.4,False,0
Fary Is the New Black,2018,74,5.8,False,0
Brij Mohan Amar Rahe!,2018,100,7.0,False,1
W. Kamau Bell: Private School Negro,2018,65,6.4,False,0
Pandigai,2017,150,6.3,False,0
The Bridge,2017,115,5.6,False,0
Hajwala 2: Mysterious Mission,2018,115,4.0,False,0
Satria Heroes: Revenge of the Darkness,2017,92,4.4,False,0
Fan of Amoory,2018,91,5.9,False,0
Bogda,2018,160,7.2,False,1
Rise: Ini Kalilah,2018,102,5.1,False,0
What She Put on the Table,2017,85,7.3,True,1
Meghnadbodh Rohoshyo,2017,122,6.3,False,0
The Suit,2018,96,5.4,False,0
Afronta!,2017,0,7.4,True,1
Learning Songs by Little Baby Bum: Nursery Rhyme Friends,2017,30,4.2,True,0
Finally Found Someone,2017,118,5.7,False,0
Super Monsters Save Halloween,2018,24,5.4,False,0
Elf Pets: Santa's St. Bernards Save Christmas,2018,26,5.3,False,0
Catch.er,2017,81,4.5,False,0
Panoptic,2017,79,6.2,False,0
Komola Rocket,2018,95,7.4,False,1
Lara and the Beat,2018,137,6.7,False,0
Luna Petunia Return to Amazia,2018,24,4.8,True,0
Si Doel the Movie,2018,85,6.9,False,0
Bahasha,2018,85,7.0,False,1
Russian Doll,2019,28,7.8,True,1
The Gentlemen,2019,113,7.8,False,1
Bridgerton,2020,62,7.3,True,1
Demon Slayer: Kimetsu no Yaiba,2019,25,8.699999999999998,True,1
Sex Education,2019,52,8.3,True,1
After Life,2019,28,8.5,True,1
"Love, Death & Robots",2019,13,8.4,True,1
The Umbrella Academy,2019,52,8.0,True,1
The Witcher,2019,58,8.199999999999998,True,1
The Rental,2020,88,5.7,False,0
Uncut Gems,2019,130,7.4,False,1
Space Force,2020,30,6.7,True,0
Formula 1: Drive to Survive,2019,38,8.6,True,1
365 Days,2020,114,3.3,False,0
The Queen's Gambit,2020,56,8.6,True,1
Selling Sunset,2019,35,6.5,True,0
Dead to Me,2019,31,8.0,True,1
I Think You Should Leave with Tim Robinson,2019,16,7.9,True,1
The Last Dance,2020,50,9.1,True,1
The Stranger,2020,45,7.3,True,1
Emily in Paris,2020,29,6.9,True,0
Unbelievable,2019,48,8.4,True,1
ULTRAMAN,2019,24,6.8,True,0
Jurassic World: Camp Cretaceous,2020,24,7.5,True,1
Virgin River,2019,44,7.4,True,1
Outer Banks,2020,49,7.5,True,1
Locke & Key,2020,48,7.4,True,1
Rambo: Last Blood,2019,101,6.1,False,0
The Circle,2020,52,7.3,True,1
Freaks,2019,105,6.7,False,0
The King,2019,140,7.3,False,1
Are You Afraid of the Dark?,2019,44,7.1,True,1
I'm Thinking of Ending Things,2020,134,6.6,False,0
In the Dark,2019,41,7.7,True,1
Young Wallander,2020,45,6.8,True,0
The Devil All the Time,2020,138,7.1,False,1
Tuca & Bertie,2019,24,7.3,True,1
My Octopus Teacher,2020,84,8.1,False,1
The Irishman,2019,209,7.8,False,1
Synchronic,2019,102,6.2,False,0
Hillbilly Elegy,2020,116,6.7,False,0
Feel Good,2020,25,7.5,True,1
21 Bridges,2019,99,6.6,False,0
Love Is Blind,2020,54,6.1,True,0
Marriage Story,2019,136,7.9,False,1
The Trial of the Chicago 7,2020,130,7.7,False,1
Into the Night,2020,36,7.1,True,1
Criminal: UK,2019,44,7.6,True,1
Never Have I Ever,2020,28,7.8,True,1
The Daily Life of the Immortal King,2020,19,7.2,True,1
El Camino: A Breaking Bad Movie,2019,123,7.3,False,1
Eurovision Song Contest: The Story of Fire Saga,2020,123,6.5,False,0
The Cursed,2020,62,7.1,True,1
Get Organized with The Home Edit,2020,42,5.3,True,0
The Call,2020,112,7.1,False,1
Sweet Magnolias,2020,50,7.3,True,1
In the Shadow of the Moon,2019,115,6.2,False,0
Alice in Borderland,2020,47,7.6,True,1
Raising Dion,2019,43,7.1,True,1
Summerland,2020,100,7.0,False,1
Kingdom,2019,48,8.3,True,1
The Social Dilemma,2020,94,7.6,False,1
Black Summer,2019,39,6.5,True,0
Fantastic Fungi,2019,81,7.4,False,1
The Promised Neverland,2019,23,8.4,True,1
Dracula,2020,88,6.8,True,0
Mank,2020,131,6.8,False,0
6 Underground,2019,127,6.1,False,0
I Care a Lot,2020,118,6.3,False,0
His House,2020,93,6.5,False,0
The Dark Crystal: Age of Resistance,2019,51,8.4,True,1
When They See Us,2019,74,8.9,True,1
Cocomelon,2019,8,4.9,True,0
Another Life,2019,42,5.2,True,0
Living with Yourself,2019,26,7.2,True,1
The Platform,2019,94,7.0,False,1
The Movies That Made Us,2019,47,7.6,True,1
Giri/Haji,2019,58,7.8,True,1
Don't F**k with Cats: Hunting an Internet Killer,2019,62,8.0,True,1
The Forgotten Battle,2020,124,7.1,False,1
Always Be My Maybe,2019,101,6.8,False,0
Enola Holmes,2020,123,6.6,False,0
Scary Stories to Tell in the Dark,2019,108,6.2,False,0
The Valhalla Murders,2019,46,7.1,True,1
Triple Frontier,2019,125,6.4,False,0
Fast Color,2019,102,6.0,False,0
The Midnight Sky,2020,118,5.6,False,0
Official Secrets,2019,112,7.3,False,1
Barbarians,2020,47,7.2,True,1
I Am Mother,2019,113,6.7,False,0
Marianne,2019,49,7.4,True,1
The Haunting of Bly Manor,2020,55,7.3,True,1
"Roswell, New Mexico",2019,42,6.2,True,0
The Old Guard,2020,125,6.6,False,0
Hollywood,2020,50,7.5,True,1
The Outpost,2020,123,6.8,False,0
Cursed,2020,55,5.8,True,0
Extraction,2020,116,6.7,False,0
To the Lake,2019,43,7.2,True,1
PokÃ©mon Journeys: The Series,2020,22,6.9,True,0
The Defeated,2020,54,7.0,True,1
Occupation: Rainfall,2020,128,5.6,False,0
Conversations with a Killer: The Ted Bundy Tapes,2019,59,7.8,True,1
"Extremely Wicked, Shockingly Evil and Vile",2019,111,6.7,False,0
I Am Not Okay with This,2020,21,7.5,True,1
Tiger King,2020,44,7.5,True,1
#Alive,2020,98,6.3,False,0
Unorthodox,2020,54,8.0,True,1
The Old Ways,2020,90,5.4,False,0
The Half of It,2020,104,6.9,False,0
After,2019,106,5.2,False,0
Dolemite Is My Name,2019,118,7.2,False,1
Warrior Nun,2020,43,6.8,True,0
Ragnarok,2020,47,7.5,True,1
The Order,2019,48,6.7,True,0
The Professor and the Madman,2019,124,7.2,False,1
The Paper Tigers,2020,108,6.3,False,0
Pieces of a Woman,2020,127,7.0,False,1
Love on the Spectrum,2019,42,8.6,True,1
Code 8,2019,99,6.1,False,0
Jiu Jitsu,2020,102,2.9,False,0
Bad Trip,2020,87,6.5,False,0
Away,2020,50,6.6,True,0
The Wind,2019,86,5.5,False,0
The Pharmacist,2020,54,7.7,True,1
Five Feet Apart,2019,116,7.2,False,1
Ghost in the Shell: SAC_2045,2020,25,6.2,True,0
Murder Mystery,2019,97,6.0,False,0
The Water Man,2020,92,5.4,False,0
Rebecca,2020,121,6.0,False,0
The Politician,2019,43,7.5,True,1
The Society,2019,56,7.0,True,1
The Untamed,2019,44,8.8,True,1
Fyre,2019,98,7.2,False,1
Fractured,2019,99,6.4,False,0
Da 5 Bloods,2020,156,6.5,False,0
Our Planet,2019,50,9.3,True,1
The Family,2019,26,6.4,True,0
The Spy,2019,53,7.9,True,1
Daybreak,2019,44,6.7,True,0
The Highwaymen,2019,132,6.9,False,0
The Disciple,2020,128,7.1,False,1
Kiss the Ground,2020,84,8.199999999999998,False,1
The Dirt,2019,108,6.9,False,0
Ava,2020,96,5.4,False,0
The Comey Rule,2020,82,7.4,True,1
Merli: Dare to Know,2019,48,7.6,True,1
Too Hot to Handle,2020,42,4.6,True,0
The Night Clerk,2020,90,5.5,False,0
Ma Rainey's Black Bottom,2020,94,6.9,False,0
Ratched,2020,54,7.2,True,1
Polar,2019,118,6.3,False,0
DC Super Hero Girls,2019,10,7.2,True,1
"Yes, God, Yes",2020,78,6.1,False,0
The Prom,2020,130,5.9,False,0
Dark Desire,2020,34,6.5,True,0
Unsolved Mysteries,2020,49,7.3,True,1
We Summon the Darkness,2020,91,5.2,False,0
Someone Great,2019,92,6.2,False,0
Tread,2020,88,7.1,False,1
Radium Girls,2020,102,6.2,False,0
Sweetheart,2019,82,5.8,False,0
WHAT / IF,2019,59,6.3,True,0
The Wrong Missy,2020,90,5.7,False,0
David Attenborough: A Life on Our Planet,2020,83,9.0,False,1
Skylines,2020,113,4.7,False,0
The Laundromat,2019,96,6.3,False,0
It's Okay to Not Be Okay,2020,76,8.6,True,1
Trinkets,2019,26,7.0,True,1
Over the Moon,2020,95,6.3,False,0
The Two Popes,2019,125,7.6,False,1
Messiah,2020,45,7.6,True,1
BEASTARS,2019,23,7.7,True,1
Dorohedoro,2020,24,8.1,True,1
Undercover,2019,49,7.8,True,1
IO,2019,96,4.7,False,0
All the Bright Places,2020,108,6.5,False,0
Velvet Buzzsaw,2019,112,5.7,False,0
Bonding,2019,17,7.1,True,1
Cheer,2020,56,8.1,True,1
The Occupant,2020,103,6.4,False,0
Can You Keep a Secret?,2019,94,5.3,False,0
Wu Assassins,2019,44,6.4,True,0
Greatest Events of WWII in Colour,2019,50,8.699999999999998,True,1
PokÃ©mon the Movie: Secrets of the Jungle,2020,99,6.4,False,0
Lego Jurassic World: Legend of Isla Nublar,2019,22,6.7,True,0
The Red Sea Diving Resort,2019,129,6.6,False,0
Green Eggs and Ham,2019,28,8.1,True,1
Crip Camp: A Disability Revolution,2020,108,7.7,False,1
American Factory,2019,110,7.4,False,1
Stateless,2020,53,7.5,True,1
The Wandering Earth,2019,126,5.9,False,0
Caliphate,2020,48,8.199999999999998,True,1
Down to Earth with Zac Efron,2020,39,8.0,True,1
Wine Country,2019,103,5.4,False,0
Between Two Ferns: The Movie,2019,82,6.1,False,0
Avengement,2019,90,6.5,False,0
Jeffrey Epstein: Filthy Rich,2020,57,7.1,True,1
The Wolf's Call,2019,115,6.9,False,0
The Silence,2019,91,5.3,False,0
Summertime,2020,43,6.0,True,0
L.A.'s Finest,2019,47,6.1,True,0
Holiday Secrets,2019,38,6.5,True,0
Almost Happy,2020,27,6.8,True,0
Interior Design Masters,2019,57,6.4,True,0
A Shaun the Sheep Movie: Farmageddon,2019,87,6.8,False,0
Dash & Lily,2020,25,7.5,True,1
Dare Me,2019,43,6.6,True,0
Atlantics,2019,106,6.7,False,0
Last Breath,2019,85,7.7,False,1
The Gift,2019,45,7.0,True,1
The Boy Who Harnessed the Wind,2019,113,7.6,False,1
We Have Always Lived in the Castle,2019,90,5.6,False,0
Spenser Confidential,2020,111,6.2,False,0
Doom: Annihilation,2019,97,3.7,False,0
October Faction,2020,41,6.1,True,0
Deaf U,2020,20,6.4,True,0
Blown Away,2019,25,7.1,True,1
Girl on the Third Floor,2019,93,4.7,False,0
Medical Police,2020,24,5.9,True,0
The Great Hack,2019,114,7.1,False,1
Rocks,2019,93,7.4,False,1
Selena: The Series,2020,38,6.9,True,0
White Lines,2020,55,6.6,True,0
Ip Man 4: The Finale,2019,107,7.0,False,1
Ophelia,2019,106,6.6,False,0
After We Collided,2020,105,5.0,False,0
The Devil Next Door,2019,46,7.6,True,1
Start-Up,2020,80,8.1,True,1
The Last Blockbuster,2020,86,6.7,False,0
In the Tall Grass,2019,102,5.4,False,0
Toy Boy,2019,61,6.5,True,0
Paradise Hills,2019,95,5.3,False,0
Dick Johnson Is Dead,2020,89,7.4,False,1
American Murder: The Family Next Door,2020,83,7.2,False,1
Rust Creek,2019,108,5.9,False,0
Middleditch & Schwartz,2020,51,8.6,True,1
The Twelve,2019,47,7.5,True,1
Eli,2019,98,5.8,False,0
I Lost My Body,2019,81,7.5,False,1
The Ripper,2020,49,7.1,True,1
Teenage Bounty Hunters,2020,49,7.6,True,1
Klaus,2019,97,8.1,False,1
GREAT PRETENDER,2020,24,7.9,True,1
Fatima,2020,113,6.6,False,0
Sword of Trust,2019,88,6.3,False,0
Northern Rescue,2019,43,7.1,True,1
The Sleepover,2020,103,5.6,False,0
High Score,2020,42,7.4,True,1
The Last Thing He Wanted,2020,116,4.3,False,0
Kipo and the Age of Wonderbeasts,2020,24,8.3,True,1
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,142,7.6,False,1
Lost Bullet,2020,92,6.3,False,0
Vita & Virginia,2019,110,5.7,False,0
The Vanished,2020,115,5.7,False,0
Unabomber: In His Own Words,2020,43,7.2,True,1
Garth Brooks: The Road I'm On,2019,86,7.4,True,1
Ares,2020,29,5.7,True,0
The Reason I Jump,2020,82,7.5,False,1
Children of the Sea,2019,112,6.5,False,0
The Confession Killer,2019,48,7.4,True,1
The Game Changers,2019,88,7.8,False,1
Traitors,2019,50,6.6,True,0
Valeria,2020,41,6.5,True,0
Tidying Up with Marie Kondo,2019,34,6.6,True,0
Concrete Cowboy,2020,111,6.3,False,0
Aunty Donna's Big Ol House of Fun,2020,20,8.0,True,1
Tales of the City,2019,56,7.4,True,1
Charlie Says,2019,104,5.9,False,0
Mike Birbiglia: The New One,2019,85,7.7,False,1
Historical Roasts,2019,29,5.3,True,0
1BR,2019,90,5.8,False,0
Bill Burr: Paper Tiger,2019,67,8.1,False,1
La RÃ©volution,2020,46,6.6,True,0
The Silence of Others,2019,95,8.0,False,1
Nobody Sleeps in the Woods Tonight,2020,102,4.9,False,0
Challenger: The Final Flight,2020,45,7.8,True,1
Calm with Horses,2020,100,6.8,False,0
A Whisker Away,2020,104,6.7,False,0
Lost Girls,2020,95,6.1,False,0
